study_id,nct_id,title,status,phase,study_type,start_date,completion_date,primary_completion_date,enrollment,gender
3676,NCT04374539,Plasma Exchange in Patients With COVID-19 Disease and Invasive Mechanical Ventilation: a Randomized Controlled Trial,Recruiting,Phase 2,Interventional,2020-04-29,2021-08-29,2021-05-05,116,All
3677,NCT04279197,Treatment of Pulmonary Fibrosis Due to COVID-19 With Fuzheng Huayu,Recruiting,Phase 2,Interventional,2020-04-23,2021-12-01,2021-12-01,160,All
3678,NCT04343989,A Randomized Placebo-controlled Safety and Dose-finding Study for the Use of the IL-6 Inhibitor Clazakizumab in Patients With Life-threatening COVID-19 Infection,"Active, not recruiting",Phase 2,Interventional,2020-03-31,2021-01-30,2021-01-30,90,All
3679,NCT04393142,Serologic Testing of Household Contacts of Confirmed Cases of COVID-19,Completed,,Observational,2020-05-05,2021-02-16,2021-02-16,96,All
3680,NCT04459325,Tigerase® Efficacy and Safety as Part of Complex Therapy in Patients With COVID-19,Completed,Phase 3,Interventional,2020-06-01,2020-07-20,2020-07-20,100,All
3681,NCT04459676,Study to Assess Efficacy and Safety Relative to Standard of Care in Patients With COVID-19 Pneumonia,Recruiting,Phase 2,Interventional,2020-07-31,2020-10-01,2020-10-01,100,All
3682,NCT04418128,Clinical Efficacy of Nafamostat Mesylate for COVID-19 Pneumonia,Not yet recruiting,Phase 2|Phase 3,Interventional,2020-06-10,2021-04-30,2021-03-30,84,All
3683,NCT04606069,Treat COVID-19 Patients With Regadenoson,Not yet recruiting,Phase 1|Phase 2,Interventional,2020-11-01,2022-01-31,2021-11-30,40,All
3684,NCT04627233,Ezrin Peptide (HEP-1) for Treatment of Coronavirus Disease (COVID-19) Infection,Not yet recruiting,Phase 1,Interventional,2020-12-20,2021-04-01,2021-03-01,20,All
3685,NCT04360733,Precision Immunology to Determine the Immune Response in Patients With COVID-19,Recruiting,,Observational,2020-04-20,2022-09-01,2022-04-01,200,All
3686,NCT04316377,Norwegian Coronavirus Disease 2019 Study,"Active, not recruiting",Phase 4,Interventional,2020-03-25,2025-03-03,2020-05-25,53,All
3687,NCT04502108,Behavior During and After COVID-19 Crisis,Recruiting,,Observational,2020-04-01,2022-12-31,2022-12-31,1000,All
3688,NCT04550390,Study of the Analytical Performance of Different Salivary Self-collection Methods for the Detection of COVID-19,Completed,,Observational,2020-09-15,2020-10-19,2020-10-19,329,All
3689,NCT04642703,Mortality in Patients With Severe COVID-19 Pneumonia Who Underwent Tracheostomy,Recruiting,,Observational,2020-03-03,2021-11-30,2020-11-30,100,All
3690,NCT04420676,Synbiotic Therapy of Gastrointestinal Symptoms During Covid-19 Infection,Recruiting,,Interventional,2020-09-24,2022-12-01,2021-12-01,120,All
3691,NCT04352699,Outcomes of Urological Surgery During Periods of Social COVID-19 Containemnt: is it Reasonable to Limit Access to Surgical Care for All?,Completed,,Observational,2020-03-15,2020-05-01,2020-04-17,120,All
3692,NCT04748588,Treatment of Nosocomial COVID-19,Not yet recruiting,Phase 4,Interventional,2021-02-01,2023-03-31,2023-01-31,648,All
3693,NCT04429334,"Safety, Tolerability and Efficacy of Nangibotide in Mechanically Ventilated Patients With COVID-19 and Features of Systemic Inflammation",Not yet recruiting,Phase 2,Interventional,2020-08-01,2021-03-01,2021-03-01,60,All
3694,NCT04456101,"Study on the Recovery of Pulmonary Function, Chest CT, Hematologic, and Immune & Inflammatory Conditions in COVID-19 Rehabilitation Patients",Recruiting,,Observational,2020-06-19,2022-06-01,2020-12-01,240,All
3695,NCT04579640,Trial of Vitamin D to Reduce Risk and Severity of COVID-19 and Other Acute Respiratory Infections,"Active, not recruiting",Phase 3,Interventional,2020-10-27,2021-06-30,2021-06-30,6200,All
3696,NCT04414618,A Study of Opaganib in Coronavirus Disease 2019 Pneumonia,Completed,Phase 2,Interventional,2020-07-02,2020-12-23,2020-11-26,42,All
3697,NCT04487990,CoV-Hep Study: Regional Anticoagulation Modalities in Continuous Venous Venous Hemodialysis in Patients With COVID-19,Recruiting,,Interventional,2020-06-29,2021-07-01,2020-12-01,90,All
3698,NCT04429854,Donated Antibodies Working Against nCoV,"Active, not recruiting",Phase 2,Interventional,2020-05-02,2021-11-02,2021-04-30,483,All
3699,NCT04321616,The Efficacy of Different Anti-viral Drugs in COVID 19 Infected Patients,Recruiting,Phase 2|Phase 3,Interventional,2020-03-28,2020-11-01,2020-08-01,700,All
3700,NCT04413058,Menstrual Cycle Characteristics of Healthcare Professionals,Completed,,Observational,2020-04-10,2020-09-10,2020-09-10,260,Female
3701,NCT04644302,Circulatory Coherence in COVID-19 and Non-COVID-19 Patients With Sepsis,Recruiting,,Observational,2020-02-01,2021-12-01,2021-07-01,25,All
3702,NCT04407572,Evaluation of the Relationship Between Zinc Vitamin D and b12 Levels in the Covid-19 Positive Pregnant Women,Completed,,Observational,2020-04-20,2020-06-14,2020-06-01,44,Female
3703,NCT04368351,Bacteriotherapy in the Treatment of COVID-19,"Active, not recruiting",,Observational,2020-03-01,2020-07-31,2020-06-30,70,All
3704,NCT04576299,Health Care Workers' Perception of Patient Safety During COVID-19 Pandemic,"Active, not recruiting",,Observational,2020-09-01,2020-12-15,2020-10-30,800,All
3705,NCT04342195,Acquiring Convalescent Specimens for COVID-19 Antibodies,Recruiting,,Observational,2020-03-25,2021-03-01,2021-03-01,50,All
3706,NCT04534478,Oral Prednisone Regimens to Optimize the Therapeutic Strategy in Patients With Organizing Pneumonia Post-COVID-19,Not yet recruiting,Phase 4,Interventional,2020-09-07,2021-12-15,2021-05-02,120,All
3707,NCT04430608,Remote Continues Glucose Monitoring During the COVID-19 Pandemic in Quarantined Hospitalized Patients,Recruiting,,Interventional,2020-05-25,2021-05-25,2021-04-25,72,All
3708,NCT04784624,Virtual Lifestyle Program Evaluation During Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2),Not yet recruiting,,Observational,2021-03-01,2022-03-31,2021-12-30,100,All
3709,NCT04710303,COVID-19 Vaccination Using a 2nd Generation (E1/E2B/E3-Deleted) Adenoviral Platform in Healthy South African Adults,Recruiting,Phase 1,Interventional,2021-03-02,2022-04-01,2022-04-01,35,All
3710,NCT04510402,Phase I/II Trial of Povidone-iodine (PVP-I) Nasal Swab For Preventing COVID-19 Spread in Healthy Subjects,Not yet recruiting,Phase 1|Phase 2,Interventional,2020-08-01,2021-04-01,2021-02-01,50,All
3711,NCT04551911,Safety and Efficacy of Rayaldee for Treating Mild to Moderate COVID-19,Recruiting,Phase 2,Interventional,2020-10-26,2021-05-01,2021-05-01,160,All
3712,NCT04438057,Evaluating the Efficacy of Convalescent Plasma in Symptomatic Outpatients Infected With COVID-19,Recruiting,Phase 2,Interventional,2020-08-12,2021-08-12,2020-08-12,150,All
3713,NCT04405362,Consequences of the QUARANTINE Relating to the COvid-19 Epidemic on the Mental Health of the Patients Followed in PSYchiatry,Not yet recruiting,,Observational,2020-05-01,2021-05-01,2021-05-01,753,All
3714,NCT04657484,Comparison of Two Corticosteroid Regimens for Post COVID-19 Diffuse Lung Disease,Recruiting,,Interventional,2020-12-08,2021-12-07,2021-12-07,100,All
3715,NCT04382040,"A Phase II, Controlled Clinical Study Designed to Evaluate the Effect of ArtemiC in Patients Diagnosed With COVID-19",Completed,Phase 2,Interventional,2020-05-08,2020-12-21,2020-11-05,50,All
3716,NCT04791436,Oral and Olfactory Complications of Recovered COVID-19 Patients,Not yet recruiting,,Observational,2021-03-01,2022-02-28,2021-12-30,402,All
3717,NCT04326790,The GReek Study in the Effects of Colchicine in Covid-19 cOmplications Prevention,Terminated,Phase 2,Interventional,2020-04-03,2020-04-27,2020-04-27,105,All
3718,NCT04573868,"National Study ""AEC COVID-19""",Recruiting,,Observational,2020-03-01,2020-09-30,2020-06-30,1000,All
3719,NCT04535856,Therapeutic Study to Evaluate the Safety and Efficacy of DW-MSC in COVID-19 Patients,Completed,Phase 1,Interventional,2020-11-14,2021-01-14,2021-01-14,9,All
3720,NCT04394000,Impact of an Intensified Thromboprofylaxis Protocol in COVID-19,Completed,,Observational,2020-05-04,2020-05-15,2020-05-15,72,All
3721,NCT04334850,Use of a Respiratory Multiplex PCR and Procalcitonin to Reduce Antibiotics Exposure in Patients With Severe Confirmed COVID-19 Pneumonia,Recruiting,,Interventional,2020-04-20,2020-08-01,2020-07-01,194,All
3722,NCT04311177,Losartan for Patients With COVID-19 Not Requiring Hospitalization,Completed,Phase 2,Interventional,2020-04-09,2021-02-01,2021-02-01,580,All
3723,NCT04367337,Health Behavior Change During COVID-19 Pandemic,"Active, not recruiting",,Observational,2020-03-25,2021-03-24,2021-03-24,6079,All
3724,NCT04390269,Immunogenetics Predictors With COVID-19,Recruiting,,Observational,2020-09-10,2022-05-09,2021-10-10,200,All
3725,NCT04445259,Study of the Treatment and Outcomes in Critically Ill Patients With COVID-19 and High Risk of Acute Kidney Injury,Recruiting,,Observational,2020-06-20,2021-05-31,2021-05-31,300,All
3726,NCT04801134,Interventions to Manage Food Insecurity and Inappropriate Feeding Practices Related to the COVID-19 Pandemic,Not yet recruiting,,Interventional,2021-03-22,2022-05-30,2022-03-22,50,All
3727,NCT04360096,Inhaled ZYESAMI™ (Aviptadil Acetate) for the Treatment of Moderate and Severe COVID-19,Recruiting,Phase 2|Phase 3,Interventional,2021-02-15,2021-09-01,2021-08-15,288,All
3728,NCT04397510,Nebulized Heparin for the Treatment of COVID-19 Induced Lung Injury,Enrolling by invitation,Phase 4,Interventional,2020-06-01,2021-12-31,2021-12-31,50,All
3729,NCT04605692,Evaluation of Occupational Burnout and Stress Among Dentists in Covid-19 Pandemic,Completed,,Observational,2020-03-09,2020-05-20,2020-05-20,706,All
3730,NCT04505592,Tenecteplase in Patients With COVID-19,Recruiting,Phase 2,Interventional,2020-09-25,2021-12-01,2021-06-01,60,All
3731,NCT04367831,Intermediate or Prophylactic-Dose Anticoagulation for Venous or Arterial Thromboembolism in Severe COVID-19,Recruiting,Phase 4,Interventional,2020-05-02,2021-04-01,2020-11-01,100,All
3732,NCT04828668,Study to Evaluate Benefits & Safety of Endourage Formula C™ Oral Drops in People With Post-Acute COVID-19 Syndrome.,Recruiting,,Interventional,2021-04-02,2021-11-30,2021-10-31,60,All
3733,NCT04511780,Psychological Impact of COVID-19 Outbreak on Caregivers,Not yet recruiting,,Observational,2021-01-01,2022-09-01,2022-09-01,5000,All
3734,NCT04603963,Inspiratory Muscle Training in Patients With COVID-19,Terminated,,Interventional,2020-06-01,2020-10-23,2020-10-10,55,All
3735,NCT04366219,"Impact of Confinement and Preventive Measures in Period of SARS-COV2 Infection on Clinical Features, Diagnostic and Therapeutic Management and Prognosis of Patients With Lung Cancer: an Ambispective Study Extended Over 2 Time Periods.",Not yet recruiting,,Observational,2020-06-01,2022-08-28,2020-08-28,2000,All
3736,NCT04392401,COVID-19 - Study of the Kinetics of the Immune Response During the Intensive Care Unit Stay in Adult Patients Infected With SARS-CoV-2: Multicentric Non Interventional Study,Recruiting,,Observational,2020-05-11,2021-02-01,2021-02-01,200,All
3737,NCT04466280,"Efficacy and Safety of Mucoadhesive Sustained Release, Mucodentol, in Comparison With Hydroxychloroquine to Prevent COVID-19",Recruiting,,Interventional,2020-07-15,2020-12-15,2020-11-15,180,All
3738,NCT04382846,Novel Regimens in COVID-19 Treatment,Recruiting,Phase 3,Interventional,2020-05-08,2030-12-01,2030-12-01,160,All
3739,NCT04433260,COVID19 and Physical and Emotional Wellbeing of HCP,Recruiting,,Observational,2020-07-25,2021-09-01,2021-05-01,1050,All
3740,NCT04343144,"Trial Evaluating Efficacy and Safety of Nivolumab (Optivo®) in Patients With COVID-19 Infection, Nested in the Corimmuno-19 Cohort.",Not yet recruiting,Phase 2,Interventional,2020-04-15,2020-09-30,2020-07-31,92,All
3741,NCT04312100,Sequential Oxygen Therapy Strategy for Patients With COVID-19,Recruiting,,Observational,2020-02-01,2021-02-01,2020-10-01,30,All
3742,NCT04594668,Senicapoc in COVID-19 Patients With Severe Respiratory Insufficiency,Recruiting,Phase 2,Interventional,2020-04-24,2021-12-31,2021-04-24,46,All
3743,NCT04582214,Oscillation and Lung Expansion Therapy in Patients With COVID-19,Recruiting,,Interventional,2020-09-28,2021-01-01,2021-01-01,30,All
3744,NCT04707820,Antiviral T Lymphocyte Immunity During Acute COVID-19 Infection,Recruiting,,Interventional,2020-04-16,2021-06-10,2021-06-10,80,All
3745,NCT04321928,Personalized Health Education Against the Health Damage of Novel Coronavirus (COVID-19) Outbreak in Hungary,Recruiting,,Interventional,2020-04-01,2021-08-21,2021-04-21,7576,All
3746,NCT04836793,Study of Humoral and Cellular Immune Responses Following SARS-CoV-2 Vaccination to Predict Immune Responses in Cancer Patients,Not yet recruiting,,Observational,2021-04-15,2023-03-25,2022-03-25,300,All
3747,NCT04365595,SARS-CoV-2 Associated Respiratory Failure Recovery (COVID-19 CAir),Completed,,Observational,2020-06-03,2021-02-17,2021-02-17,58,All
3748,NCT04335019,Interest of the Use of Pulmonary Ultrasound in the Referral of Patients With or Suspected COVID-19 +,Not yet recruiting,,Observational,2020-04-01,2020-05-01,2020-04-01,300,All
3749,NCT04736524,Immune Response Following COVID-19 Vaccination,Recruiting,,Observational,2021-01-15,2022-03-01,2022-03-01,500,All
3750,NCT04369989,Observational Study of COVID-19 Treatment Efficacy,Enrolling by invitation,,Observational,2020-04-14,2021-04-14,2021-04-14,1000,All
3751,NCT04631380,Prayer in Commbate to Corona Virus - Covid -19,Recruiting,,Interventional,2020-08-01,2021-01-01,2021-01-01,200,All
3752,NCT04379492,A Study of Hydroxycholoroquine Compared to Placebo as Treatment for People With COVID-19,Withdrawn,Phase 2,Interventional,2020-05-05,2020-09-25,2020-09-25,0,All
3753,NCT04368013,"Host-pathogen Interactions, Immune Response, and Clinical Prognosis at COVID-19 - the CoVUm Trial",Not yet recruiting,,Interventional,2020-04-28,2026-04-14,2026-04-14,400,All
3754,NCT04565665,Cord Blood-Derived Mesenchymal Stem Cells for the Treatment of COVID-19 Related Acute Respiratory Distress Syndrome,Recruiting,Phase 1,Interventional,2020-07-29,2021-04-30,2021-04-30,70,All
3755,NCT04751630,Effects of COVID-19 Hospitalization on Physical Performance,Not yet recruiting,,Interventional,2021-05-01,2022-02-01,2021-10-01,78,All
3756,NCT04708340,Tolerability and Efficacy of RJX in Patients With COVID-19,Recruiting,Phase 1|Phase 2,Interventional,2021-03-25,2023-02-01,2022-10-01,237,All
3757,NCT04390139,Efficacy and Safety Evaluation of Mesenchymal Stem Cells for the Treatment of Patients With Respiratory Distress Due to COVID-19,Recruiting,Phase 1|Phase 2,Interventional,2020-05-13,2021-12-01,2021-10-01,30,All
3758,NCT04478071,Vadadustat for the Prevention and Treatment of Acute Respiratory Distress Syndrome (ARDS) in Hospitalized Patients With Coronavirus Disease 2019 (COVID-19),Recruiting,Phase 2,Interventional,2020-08-22,2022-08-01,2022-08-01,300,All
3759,NCT04640038,Contrast Enhanced Ultrasound in COVID-19,Recruiting,Phase 3,Interventional,2020-12-18,2022-12-01,2022-12-01,30,All
3760,NCT04378686,Serological Testing for COVID-19 (SARS-CoV-2) in ESKD,Recruiting,,Observational,2020-04-23,2022-05-01,2021-05-01,500,All
3761,NCT04286503,The Clinical Study of Carrimycin on Treatment Patients With COVID-19,Not yet recruiting,Phase 4,Interventional,2020-02-23,2021-02-28,2021-02-28,520,All
3762,NCT04376710,Surgical Telemedicine in the COVID-19 Pandemic Era,Completed,,Observational,2020-07-01,2020-10-01,2020-10-01,180,All
3763,NCT04461379,"Prevention, Efficacy and Safety of BCG Vaccine in COVID-19 Among Healthcare Workers","Active, not recruiting",Phase 3,Interventional,2020-07-21,2021-01-01,2021-01-01,908,All
3764,NCT04321265,Outcomes and Prognostic Factors in COVID-19,Recruiting,,Observational,2020-03-19,2021-12-01,2021-09-01,4000,All
3765,NCT04465513,Investigation of Safety and Efficacy of CARDIO Softgels in Former Smokers and Asthma Patients With COVID-19 Infection,Not yet recruiting,,Interventional,2020-08-31,2021-08-31,2021-08-31,100,All
3766,NCT04349982,ICU Trial in Critical Ill COVID-19 Patients,Recruiting,,Observational,2020-04-08,2022-07-31,2022-06-30,50,All
3767,NCT04768998,Intersectoral Platform (SÜP) of the National Pandemic Cohort Network (NAPKON),Recruiting,,Observational,2020-11-04,2023-09-01,2021-03-01,6550,All
3768,NCT04831853,Self- Versus Conventional-swabbing for COVID-19 Screening (COVISWAB),Not yet recruiting,,Interventional,2021-04-01,2021-12-01,2021-10-01,400,All
3769,NCT04343339,Evolution of Psychoactive Substances Consumption in Connection With COVID-19 Containment,Completed,,Observational,2020-04-08,2020-09-30,2020-07-30,100,All
3770,NCT04524234,Cardiac Dysfunction in Critically Ill Patients With COVID-19,Completed,,Observational,2020-04-20,2020-09-30,2020-08-31,132,All
3771,NCT04366817,Psychological Impact of the Lockdown on Patients Giving Birth During the COVID-19 Epidemic Short Title : Isolement and Childbirth: Psychological Impact,Not yet recruiting,,Interventional,2020-04-01,2020-06-01,2020-04-01,120,Female
3772,NCT04356378,Long Term Physical Functional Limitations in Daily Living in SARS-CoV2 Infected Patients Hospitalized in the Acute Phase Then Requiring Rehabilitation,Recruiting,,Observational,2020-06-02,2022-03-02,2021-10-02,300,All
3773,NCT04386512,Clinical Epidemiology and Characteristics Of Covid-19 Cases Occurred In A Lymphoma Setting In The First Epidemic Phase (LymphoCov1),Completed,,Observational,2020-05-15,2020-07-15,2020-06-01,89,All
3774,NCT04393051,Baricitinib Compared to Standard Therapy in Patients With COVID-19,Not yet recruiting,Phase 2,Interventional,2020-05-20,2020-07-30,2020-06-30,126,All
3775,NCT04395755,Impact of COVID-19 on Psychological Status in Case of IVF Interrupted or Postponed,Completed,,Observational,2020-04-01,2020-05-15,2020-05-15,503,Female
