study_id,agency,agency_class,lead_or_collaborator
3360,"Missioklinik, Wuerzburg, Germany",Other,Collaborator
3361,Hospices Civils de Lyon,Other,Lead
3362,"Clinica Universidad de Navarra, Universidad de Navarra",Other,Lead
3363,Prisma Health-Upstate,Other,Lead
3364,Thrombosis Research Institute,Other,Lead
3364,Sanofi,Industry,Collaborator
3365,Rennes University Hospital,Other,Lead
3366,Noxopharm Limited,Industry,Lead
3367,Assiut University,Other,Lead
3368,Thomas Jefferson University,Other,Lead
3369,Universitair Ziekenhuis Brussel,Other,Lead
3370,Universidad Internacional de Valencia,Other,Lead
3370,Universidad Nacional Autonoma de Mexico,Other,Collaborator
3370,Universidad Autonoma de Ciudad Juarez,Other,Collaborator
3371,University of Bern,Other,Lead
3371,Selbsthilfegruppe Kartagener Syndrom und Primäre Ciliäre Dyskinesie,Other,Collaborator
3371,Verein Kartagener Syndrom und PCD,Other,Collaborator
3371,PCD Family Support Group,Other,Collaborator
3371,PCD Foundation,Other,Collaborator
3371,PCD Australia,Other,Collaborator
3371,European Lung Foundation,Other,Collaborator
3371,University of Southampton,Other,Collaborator
3371,University of Lucerne,Other,Collaborator
3372,McMaster University,Other,Lead
3372,University of Alberta,Other,Collaborator
3373,Harvard University,Other,Lead
3373,Abdul Latif Jameel Poverty Action Lab,Other,Collaborator
3373,Government of Minnesota,Other,Collaborator
3374,"Central Hospital, Nancy, France",Other,Lead
3375,Henry Ford Health System,Other,Lead
3376,Biruni University,Other,Lead
3377,Harvard Pilgrim Health Care,Other,Lead
3377,Patient-Centered Outcomes Research Institute,Other,Collaborator
3377,Asthma and Allergy Foundation of America,Other,Collaborator
3377,"University of North Carolina, Chapel Hill",Other,Collaborator
3377,Harvard School of Public Health,Other,Collaborator
3378,"TScan Therapeutics, Inc.",Industry,Lead
3379,The University of Hong Kong,Other,Lead
3379,Hong Kong Council on Smoking and Health,Other,Collaborator
3380,Katarina Hedin,Other,Lead
3380,"Research Unit of General Practice, Aalborg",Other,Collaborator
3380,Utrecht University,Other,Collaborator
3380,"National University of Ireland, Galway, Ireland",Other,Collaborator
3380,Region Jönköping County,Other,Collaborator
3381,McGill University,Other,Lead
3382,"HeNan Sincere Biotech Co., Ltd",Industry,Lead
3383,Sagent Pharmaceuticals Inc.,Industry,Lead
3384,Centre Hospitalier St Anne,Other,Lead
3384,Groupe Hospitalier Universitaire Paris psychiatrie & neurosciences,Industry,Collaborator
3384,Laboratoire français de Fractionnement et de Biotechnologies,Other,Collaborator
3385,"University College, London",Other,Lead
3385,Newcastle-upon-Tyne Hospitals NHS Trust,Other,Collaborator
3385,Sheffield Teaching Hospitals NHS Foundation Trust,Other,Collaborator
3385,The Leeds Teaching Hospitals NHS Trust,Other,Collaborator
3385,Nottingham University Hospitals NHS Trust,Other,Collaborator
3385,University College London Hospitals,Other,Collaborator
3386,Centre Hospitalier Arras,Other,Lead
3387,University of Utah,Other,Lead
3388,Zhejiang Hisun Pharmaceutical Co. Ltd.,Industry,Lead
3388,"Opera CRO, a TIGERMED Group Company",Other,Collaborator
3389,Miguel Ayala León,Other,Lead
3389,Hospital Beneficencia Espanola de Puebla,Other,Collaborator
3390,Medical College of Wisconsin,Other,Lead
3391,Matthew Neal MD,Other,Lead
3391,"National Heart, Lung, and Blood Institute (NHLBI)",NIH,Collaborator
3391,University of Pittsburgh,Other,Collaborator
3392,Vastra Gotaland Region,Other,Lead
3393,Nguyen Thu Ngan Trinh,Industry,Lead
3393,Hexoskin,Other,Collaborator
3394,Hoffmann-La Roche,Industry,Lead
3395,BonusBio Group Ltd,Industry,Lead
3396,French Innovative Leukemia Organisation,Other,Lead
3396,Acute Leukemia French Association,Other,Collaborator
3396,Group for Research in Adult Acute Lymphoblastic Leukemia,Other,Collaborator
3397,NYU Langone Health,Other,Lead
3398,"Rigshospitalet, Denmark",Other,Lead
3399,Vaxart,Industry,Lead
3400,"Institute of Biotechnology, Academy of Military Medical Sciences, PLA of China",Other,Lead
3400,CanSino Biologics Inc.,Industry,Collaborator
3400,Jiangsu Province Centers for Disease Control and Prevention,Other,Collaborator
3400,Hubei Provincial Center for Disease Control and Prevention,Other,Collaborator
3400,Zhongnan Hospital,Other,Collaborator
3401,Cadila Healthcare Limited,Industry,Lead
3402,Direction Centrale du Service de Santé des Armées,Other,Lead
3403,"ImmuneMed, Inc.",Industry,Lead
3404,Rabin Medical Center,Other,Lead
3405,Assaf-Harofeh Medical Center,Other,Lead
3406,Sheba Medical Center,Other,Lead
3407,"Institute of Biomedical Technologies-National Research Council, Italy",Other,Lead
3407,"National Research Council, Institute of Clinical Physiology, Italy",Other,Collaborator
3407,Institute of Neuroscience-National Research Council,Other,Collaborator
3407,University of Milan,Other,Collaborator
3407,Italian Society of Geriatrics and Gerontology,Other,Collaborator
3407,Italian Society of Infectious and Tropical Diseases,Other,Collaborator
3408,"EuBiologics Co.,Ltd",Industry,Lead
3409,NYU Langone Health,Other,Lead
3410,University of Alabama at Birmingham,Other,Lead
3411,Prof. Dr. Fridoon Jawad Ahmad,Other,Lead
3411,University of Lahore,Other,Collaborator
3411,bahria international hospital,Other,Collaborator
3411,University of Health Sciences Lahore,Other,Collaborator
3412,Assistance Publique - Hôpitaux de Paris,Other,Lead
3413,Memorial Sloan Kettering Cancer Center,Other,Lead
3414,Ampio Pharmaceuticals. Inc.,Industry,Lead
3415,Institut Mutualiste Montsouris,Other,Lead
3416,Ahmed Essam,Other,Lead
3416,Beni-Suef University,Other,Collaborator
3416,October 6 University,Other,Collaborator
3417,University of Arkansas,Other,Lead
3418,Universidad de Granada,Other,Lead
3419,UMC Utrecht,Other,Lead
3419,ZonMw: The Netherlands Organisation for Health Research and Development,Other,Collaborator
3420,Hospital San Vicente Fundación,Other,Lead
3420,Clínica León XIII,Other,Collaborator
3420,Grupo de Inmunodeficiencias primarias Universidad de Antioquia,Other,Collaborator
3420,Clínica Universitaria Bolivariana,Other,Collaborator
3420,Hospital Pablo Tobón Uribe,Other,Collaborator
3420,Clínica Rosario El Tesoro,Other,Collaborator
3420,Clínica Las Américas,Other,Collaborator
3420,Clínica Cardiovid,Other,Collaborator
3421,"Institute of Tropical Medicine, Belgium",Other,Lead
3421,"Institut National de Recherche Biomédicale. Kinshasa, République Démocratique du Congo",Other,Collaborator
3422,Jessa Hospital,Other,Lead
3423,Adamis Pharmaceuticals Corporation,Industry,Lead
3424,Centre Hospitalier de Lens,Other,Lead
3425,Atriva Therapeutics GmbH,Industry,Lead
3426,Indonesia University,Other,Lead
3426,Dr Cipto Mangunkusumo General Hospital,Other,Collaborator
3426,Fakultas Kedokteran Universitas Indonesia,Other,Collaborator
3427,Savicell Diagnostics Ltd,Other,Lead
3428,EmitBio Inc.,Industry,Lead
3428,KNOWBio Inc.,Other,Collaborator
3429,Enzychem Lifesciences Corporation,Industry,Lead
3430,University of Chile,Other,Lead
3431,"ImmuneMed, Inc.",Industry,Lead
3432,Materno-Perinatal Hospital of the State of Mexico,Other,Lead
3432,Laboratorios Liomont,Industry,Collaborator
3433,"Genentech, Inc.",Industry,Lead
3434,Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A.,Industry,Lead
3434,Athens General Hospital Hippokrateio,Other,Collaborator
3434,Athens General Hospital of Thoracic Diseases SOTIRIA,Other,Collaborator
3434,General Hospital of Athens Sismanoglio,Other,Collaborator
3434,Divine Providence Hospital Pammakaristos,Other,Collaborator
3434,AHEPA University Hospital,Other,Collaborator
3434,University General Hospital of Ioannina,Other,Collaborator
3434,Corfu General Hospital Agia Irini,Other,Collaborator
3435,Azienda Ospedaliero-Universitaria di Parma,Other,Lead
3436,"State Budgetary Healthcare Institution, National Medical Surgical Center N.A. N.I. Pirogov, Ministry of Health of Russia",Other,Lead
3437,Enlivex Therapeutics Ltd.,Industry,Lead
3438,Nucleo De Pesquisa E Desenvolvimento De Medicamentos Da Universidade Federal Do Ceara,Other,Lead
3439,Medical College of Wisconsin,Other,Lead
3439,Advancing a Healthier Wisconsin Endowment,Other,Collaborator
3440,Genoscience Pharma,Industry,Lead
3441,Ampio Pharmaceuticals. Inc.,Industry,Lead
3442,Istituto Superiore di Sanità,Other,Lead
3442,Gruppo Italiano Malattie EMatologiche dell'Adulto,Other,Collaborator
3442,Agenzia Italiana del Farmaco,Other,Collaborator
3443,University of Padova,Other,Lead
3443,San Bortolo Hospital - Vicenza,Other,Collaborator
3444,"University Hospital, Tours",Other,Lead
3444,INSERM CIC-P 1415,Other,Collaborator
3445,Nitric Oxide Innovations LLC,Industry,Lead
3446,University of Nebraska,Other,Lead
3447,Iran University of Medical Sciences,Other,Lead
3448,Cancer Research UK,Other,Lead
3448,Latus Therapeutics,Other,Collaborator
3449,University of Sao Paulo,Other,Lead
3449,Hospital das Clínicas da Faculdade de Medicina da USP,Other,Collaborator
3449,Fundação de Amparo à Pesquisa do Estado de São Paulo,Other,Collaborator
3450,Ampio Pharmaceuticals. Inc.,Industry,Lead
3451,Emory University,Other,Lead
3452,Cairo University,Other,Lead
3453,Johns Hopkins All Children's Hospital,Other,Lead
3454,"Centre Hospitalier Universitaire, Amiens",Other,Lead
3455,Alder Hey Children's NHS Foundation Trust,Other,Lead
3456,Duke University,Other,Lead
3457,Wladimir Szpirt,Other,Lead
3457,Aalborg University Hospital,Other,Collaborator
3457,Aarhus University Hospital,Other,Collaborator
3457,Odense University Hospital,Other,Collaborator
3457,Zealand University Hospital,Other,Collaborator
3457,"Rigshospitalet, Denmark",Other,Collaborator
3458,"ImmuneMed, Inc.",Industry,Lead
3459,Tang-Du Hospital,Other,Lead
3460,Northwell Health,Other,Lead
3461,"Bangabandhu Sheikh Mujib Medical University, Dhaka, Bangladesh",Other,Lead
3462,Hospital Italiano de Buenos Aires,Other,Lead
3462,Ministerio de Salud de Ciudad Autónoma de Buenos Aires,Other,Collaborator
3463,Assistance Publique - Hôpitaux de Paris,Other,Lead
3464,Hospital Clinic of Barcelona,Other,Lead
3465,University Hospitals of Derby and Burton NHS Foundation Trust,Other,Lead
3466,IRCCS Azienda Ospedaliero-Universitaria di Bologna,Other,Lead
3466,Azienda Unità Sanitaria Locale Reggio Emilia,Other,Collaborator
3466,Azienda Ospedaliera di Bolzano,Other,Collaborator
3466,Azienda Ospedaliero-Universitaria di Modena,Other,Collaborator
3467,Centro de Estudios en Infectogía Pediatrica,Other,Lead
3468,"University of California, Los Angeles",Other,Lead
3469,First Affiliated Hospital of Fujian Medical University,Other,Lead
3470,CHU de Reims,Other,Lead
3471,Koç University,Other,Lead
3472,National Institute of Allergy and Infectious Diseases (NIAID),NIH,Lead
3472,"ModernaTX, Inc.",Industry,Collaborator
3473,University of Minnesota,Other,Lead
3474,Effector Therapeutics,Industry,Lead
3474,"Medpace, Inc.",Other,Collaborator
3475,Groupe Hospitalier Paris Saint Joseph,Other,Lead
3476,Capital Medical University,Other,Lead
3476,Chinese Academy of Medical Sciences,Other,Collaborator
3477,Centre Chirurgical Marie Lannelongue,Other,Lead
3478,Jonsson Comprehensive Cancer Center,Other,Lead
3479,U.S. Army Medical Research and Development Command,U.S. Fed,Lead
3479,Walter Reed Army Institute of Research (WRAIR),Other,Collaborator
3479,Henry M. Jackson Foundation for the Advancement of Military Medicine,Other,Collaborator
3480,Orthopaedic Innovation Centre,Other,Lead
3481,Sinocelltech Ltd.,Industry,Lead
3482,Ictal Group,Other,Lead
3483,Fundación Instituto de Estudios de Ciencias de la Salud de Castilla y León,Other,Lead
3483,Instituto de Investigación Biomédica de Salamanca,Other,Collaborator
3484,Clinical Exercise Physiology and Rehabilitation Reasearch Laboratory,Other,Lead
3484,University of Athens,Other,Collaborator
3484,University of Ioannina,Other,Collaborator
3484,University of Thessaly,Other,Collaborator
3485,St. David's HealthCare,Other,Lead
3486,Qilu Hospital of Shandong University,Other,Lead
3486,Renmin Hospital of Wuhan University,Other,Collaborator
3486,Ialy Moriggia Pelascini Gravedona Hospital S.p.A,Other,Collaborator
3486,Wuhan University,Other,Collaborator
3486,Jiangbei Union Hospital of Huazhong University of science and technology,Other,Collaborator
3486,Shandong Provincial Chest Hospital,Other,Collaborator
3487,Assistance Publique Hopitaux De Marseille,Other,Lead
3488,"University of North Carolina, Chapel Hill",Other,Lead
3489,Theravance Biopharma,Industry,Lead
3490,Barts & The London NHS Trust,Other,Lead
3490,University College London Hospitals,Other,Collaborator
3490,"Barking, Havering and Redbridge University Hospitals NHS Trust",Other,Collaborator
3490,Mid and South Essex NHS Foundation Trust,Other,Collaborator
3490,Frimley Park Hospital NHS Trust,Other,Collaborator
3490,The Hillingdon Hospitals NHS Foundation Trust,Other,Collaborator
3491,Assiut University,Other,Lead
3492,Assiut University,Other,Lead
3493,"University Hospital, Montpellier",Other,Lead
3493,societe SkillCell - 97198 Jarry,Other,Collaborator
3493,CNRS Alcediag UMR9005 - societe Sys2Diag - 34184 Montpellier,Other,Collaborator
3494,Senti Tech Ltd,Industry,Lead
3494,Liverpool University Hospitals NHS Foundation Trust,Other,Collaborator
3495,Azidus Brasil,Industry,Lead
3495,Farmoquimica S.A.,Other,Collaborator
3495,Hospital Vera Cruz,Other,Collaborator
3495,Hospital Casa de Saúde - Vera Cruz - Campinas - SP - Brazil,Other,Collaborator
3495,Centro de Genomas - UNIFESP,Other,Collaborator
3495,Emilio Ribas Institute of Infectious Diseases,Other,Collaborator
3496,Kafrelsheikh University,Other,Lead
3497,"University Hospital, Bordeaux",Other,Lead
3497,Societe Francaise de Rhumatologie,Other,Collaborator
3498,Kocaeli Derince Education and Research Hospital,Other,Lead
3499,University of Aarhus,Other,Lead
3500,Daewoong Pharmaceutical Co. LTD.,Industry,Lead
3501,University of Leicester,Other,Lead
3501,Leicester Hospitals Charity,Other,Collaborator
3501,The Francis Crick Institute,Other,Collaborator
3502,"Bausch Health Americas, Inc.",Industry,Lead
3503,Grupo Cooperativo de Hemopatías Malignas,Other,Lead
3504,Azidus Brasil,Industry,Lead
3504,Farmoquimica S.A.,Other,Collaborator
3504,Hospital Casa de Saúde - Vera Cruz - Campinas - SP - Brazil,Other,Collaborator
3505,Izmir Bakircay University,Other,Lead
3505,Cigli Regional Training Hospital,Other,Collaborator
3505,Muğla Sıtkı Koçman University,Other,Collaborator
3506,Centre Hospitalier Princesse Grace,Other,Lead
3507,"Chania General Hospital ""St. George""",Other,Lead
3507,"AHEPA University Hospital of Thessaloniki Thessaloniki, Greece",Other,Collaborator
3508,Duke University,Other,Lead
3509,University of Oxford,Other,Lead
3509,University of Plymouth,Other,Collaborator
3509,Nuffield Trust,Other,Collaborator
3510,Columbia University,Other,Lead
3511,"Cellenkos, Inc.",Industry,Lead
3512,Royal Cornwall Hospitals Trust,Other,Lead
3513,Istituto Clinico Humanitas,Other,Lead
3514,Adrian Hernandez,Other,Lead
3514,Patient-Centered Outcomes Research Institute,Other,Collaborator
3514,Duke University,Other,Collaborator
3515,Montefiore Medical Center,Other,Lead
3516,Universidad de Guanajuato,Other,Lead
3516,University Medical Center Groningen,Other,Collaborator
