study_id,condition_name,mesh_term
4104,CARDIOVASCULAR COMPLICATION,Not Specified
4104,BEHAVIORAL CHANGES,Not Specified
4105,COVID-19,Not Specified
4106,CHRONIC OBSTRUCTIVE PULMONARY DISEASE,Not Specified
4106,CHRONIC COUGH,Not Specified
4106,COVID-19,Not Specified
4107,COVID-19,Not Specified
4107,REHABILITATION,Not Specified
4108,COVID-19,Not Specified
4108,VIRAL INFECTION,Not Specified
4108,COVID-19,Not Specified
4108,VIRAL INFECTION,Not Specified
4109,COVID-19,Not Specified
4109,FATIGUE,Not Specified
4109,MUSCULOSKELETAL COMPLICATION,Not Specified
4110,COVID-19,Not Specified
4111,PNEUMONIA,Not Specified
4112,COVID-19,Not Specified
4113,COVID-19,Not Specified
4113,COVID-19,Not Specified
4113,ARDS,Not Specified
4113,AVIPTADIL,Not Specified
4114,COVID-19,Not Specified
4115,COVID-19,Not Specified
4115,COVID-19,Not Specified
4115,COVID-19,Not Specified
4115,SARS,Not Specified
4116,COVID-19,Not Specified
4117,COVID-19,Not Specified
4117,ARDS,Not Specified
4117,RESPIRATORY FAILURE,Not Specified
4118,SKIN MANIFESTATIONS,Not Specified
4118,COVID-19,Not Specified
4118,CHILBLAINS,Not Specified
4119,ARDS,Not Specified
4120,COVID-19,Not Specified
4120,COVID-19,Not Specified
4121,SARCOPENIA,Not Specified
4122,LIVER CIRRHOSIS,Not Specified
4123,OXIMETRY,Not Specified
4123,COVID-19,Not Specified
4124,COVID-19,Not Specified
4125,COVID-19,Not Specified
4125,ARDS,Not Specified
4126,DEMENTIA,Not Specified
4126,COGNITIVE IMPAIRMENT,Not Specified
4126,"DEPRESSION, ANXIETY",Not Specified
4126,LONELINESS,Not Specified
4127,COVID-19,Not Specified
4128,COVID-19,Not Specified
4129,SARS,Not Specified
4130,COVID-19,Not Specified
4131,DEPRESSIVE SYMPTOMS,Not Specified
4131,GENERALIZED ANXIETY,Not Specified
4132,COVID-19,Not Specified
4133,COVID-19,Not Specified
4133,PNEUMONIA,Not Specified
4133,PNEUMONIA,Not Specified
4134,COVID-19,Not Specified
4135,COVID-19,Not Specified
4135,PNEUMONIA,Not Specified
4135,CYTOKINE RELEASE SYNDROME,Not Specified
4136,COVID-19,Not Specified
4136,COVID-19,Not Specified
4136,INFECTIOUS DISEASE,Not Specified
4137,COVID-19,Not Specified
4137,VASCULAR; DAMAGE,Not Specified
4138,RESPIRATORY FAILURE,Not Specified
4138,COVID-19,Not Specified
4138,BIOSENSOR,Not Specified
4139,COVID-19,Not Specified
4140,SEXUAL DYSFUNCTION,Not Specified
4141,COVID-19,Not Specified
4141,CANCER,Not Specified
4142,COVID-19,Not Specified
4142,ARDS,Not Specified
4143,COVID-19,Not Specified
4144,COVID-19,Not Specified
4144,COVID-19,Not Specified
4145,MENTAL HEALTH WELLNESS 1,Not Specified
4145,PTSD,Not Specified
4145,ANXIETY,Not Specified
4145,STRESS,Not Specified
4145,DEPRESSION,Not Specified
4145,COVID-19,Not Specified
4145,HEALTHCARE WORKERS,Not Specified
4146,HEMATOPOIETIC AND LYMPHOID CELL NEOPLASM,Not Specified
4146,MALIGNANT SOLID NEOPLASM,Not Specified
4146,COVID-19,Not Specified
4147,COVID-19,Not Specified
4147,RESPIRATORY FAILURE,Not Specified
4148,PULMONARY EMBOLISM,Not Specified
4148,COVID-19,Not Specified
4149,COVID-19,Not Specified
4149,COVID-19,Not Specified
4149,COVID-19,Not Specified
4150,STRESS,Not Specified
4150,COVID-19,Not Specified
4150,ANXIETY,Not Specified
4151,COVID-19,Not Specified
4152,COVID-19,Not Specified
4152,KIDNEY TRANSPLANT INFECTION,Not Specified
4153,ARDS,Not Specified
4153,COVID-19,Not Specified
4153,COVID-19,Not Specified
4154,COVID-19,Not Specified
4154,ARDS,Not Specified
4155,COVID-19,Not Specified
4155,ARDS,Not Specified
4156,COVID-19,Not Specified
4156,FLU VACCINE,Not Specified
4156,IMMUNITY,Not Specified
4157,COVID-19,Not Specified
4157,DIABETES MELLITUS,Not Specified
4158,COVID-19,Not Specified
4159,SECONDARY PROGRESSIVE MULTIPLE SCLEROSIS,Not Specified
4160,PNEUMONITIS,Not Specified
4161,"LONELINESS, WORRY, RUMINATION, HEALTH ANXIETY, DEPRESSION, ANXIETY",Not Specified
4162,PNEUMONITIS,Not Specified
4162,COVID-19,Not Specified
4163,COVID-19,Not Specified
4163,VIRAL INFECTION,Not Specified
4163,MACROPHAGE ACTIVATION SYNDROME,Not Specified
4163,COVID-19,Not Specified
4164,COVID-19,Not Specified
4164,SARS,Not Specified
4164,PNEUMONIA,Not Specified
4164,COVID-19,Not Specified
4164,PNEUMONIA,Not Specified
4164,PNEUMONIA,Not Specified
4165,CARDIAC REHABILITATION,Not Specified
4166,NURSE,Not Specified
4166,STUDENT,Not Specified
4166,STRESS,Not Specified
4166,COVID-19,Not Specified
4167,COVID-19,Not Specified
4168,COVID-19,Not Specified
4169,ARDS,Not Specified
4169,COVID-19,Not Specified
4169,MYOCARDIAL INJURY,Not Specified
4170,COVID-19,Not Specified
4171,IDIOPATHIC PULMONARY FIBROSIS,Not Specified
4171,PRIMARY SCLEROSING CHOLANGITIS,Not Specified
4171,COVID-19,Not Specified
4172,PRONE POSITION,Not Specified
4172,COVID-19,Not Specified
4172,OXYGENATION,Not Specified
4173,DISEASES OF THE NERVOUS SYSTEM,Not Specified
4173,VIRAL INFECTION,Not Specified
4174,COVID-19,Not Specified
4174,CYTOKINE STORM,Not Specified
4174,REGULATION OF INFLAMMATORY RESPONSE,Not Specified
4174,PULMONARY FIBROSIS,Not Specified
4175,ASTHMA IN CHILDREN,Not Specified
4176,RT PCR,Not Specified
4176,COVID-19,Not Specified
4176,PERSONAL PROTECTIVE EQUIPMENT PPE,Not Specified
4176,COVID-19,Not Specified
4176,HEALTH PERSONNEL ATTITUDE,Not Specified
4176,VIRAL INFECTION,Not Specified
4177,ANXIETY STATE,Not Specified
4178,COVID-19,Not Specified
4178,RESPIRATORY FAILURE,Not Specified
4178,ARDS,Not Specified
4178,COVID-19,Not Specified
4178,PNEUMONIA,Not Specified
4179,COVID-19,Not Specified
4179,ARDS,Not Specified
4179,TRACHEOSTOMY COMPLICATION,Not Specified
4179,RESPIRATORY FAILURE,Not Specified
4179,COVID-19,Not Specified
4180,PHYSICAL ACTIVITY,Not Specified
4181,COVID-19,Not Specified
4182,PARKINSON DISEASE,Not Specified
4182,COVID-19,Not Specified
4182,"SATISFACTION, PATIENT",Not Specified
4182,QUALITY OF LIFE,Not Specified
4183,COVID-19,Not Specified
4183,SEVERE ACUTE RESPIRATORY INFECTION,Not Specified
4183,COVID-19,Not Specified
4184,STRESS,Not Specified
4184,ANXIETY,Not Specified
4184,SLEEP DISTURBANCE,Not Specified
4185,COVID-19,Not Specified
4185,SEPSIS,Not Specified
4186,COVID-19,Not Specified
4187,COVID-19,Not Specified
4187,COVID-19,Not Specified
4187,MOBILITY LIMITATION,Not Specified
4187,FRAILTY,Not Specified
4188,COVID-19,Not Specified
4188,COVID-19,Not Specified
4188,COVID-19,Not Specified
4188,COVID-19,Not Specified
4189,COVID-19,Not Specified
4189,ARDS,Not Specified
4189,"LUNG INJURY, ACUTE",Not Specified
4189,VENTILATION PERFUSION MISMATCH,Not Specified
4190,COVID-19,Not Specified
4191,RESPIRATORY FAILURE,Not Specified
4192,COVID-19,Not Specified
4192,COVID-19,Not Specified
4192,COVID-19,Not Specified
4192,COVID-19,Not Specified
4193,MECHANICAL VENTILATION,Not Specified
4193,COVID-19,Not Specified
4193,COVID-19,Not Specified
4194,COVID-19,Not Specified
4194,ACUTE COR PULMONALE,Not Specified
4194,CARDIAC FAILURE,Not Specified
4195,COVID-19,Not Specified
4196,COVID-19,Not Specified
4197,COVID-19,Not Specified
4198,COVID-19,Not Specified
4199,COVID-19,Not Specified
4200,COVID-19,Not Specified
4201,NURSE,Not Specified
4202,COVID-19,Not Specified
4202,INFLAMMATORY RESPONSE,Not Specified
4203,COVID-19,Not Specified
4204,ADULT PATIENTS WITH LESIONS ON FINGERS OR TOES,Not Specified
4205,PNEUMONIA,Not Specified
4205,COVID-19,Not Specified
4205,COVID-19,Not Specified
4206,COVID-19,Not Specified
4206,ARDS,Not Specified
4206,PNEUMONIA,Not Specified
4207,COVID-19,Not Specified
4207,PEDIATRIC ALL,Not Specified
4207,INFECTION,Not Specified
4207,CRITICAL ILLNESS,Not Specified
4207,COVID-19,Not Specified
4208,COVID-19,Not Specified
4208,COVID-19,Not Specified
4208,PNEUMONIA,Not Specified
4208,COAGULOPATHY,Not Specified
4209,COVID-19,Not Specified
4210,MAXILLOFACIAL INJURIES,Not Specified
4210,SKULL FRACTURES,Not Specified
4210,COVID-19,Not Specified
4211,COVID-19,Not Specified
4211,COVID-19,Not Specified
4211,COVID-19,Not Specified
4212,COVID-19,Not Specified
4213,COVID-19,Not Specified
4213,ARDS,Not Specified
4213,RESPIRATORY FAILURE,Not Specified
4214,SEXUAL BEHAVIOR,Not Specified
4214,COVID-19,Not Specified
4215,LAUGHTER YOGA,Not Specified
4215,ANXIETY,Not Specified
4215,LIFE SATISFACTION,Not Specified
4215,PSYCHOLOGICAL WELL-BEING,Not Specified
4215,COVID-19,Not Specified
4216,PULMONARY FIBROSIS,Not Specified
4216,INTERSTITIAL LUNG DISEASE,Not Specified
4216,COVID-19,Not Specified
4217,HIV INFECTIONS,Not Specified
4218,PEOPLE INCARCERATED,Not Specified
4218,COVID-19,Not Specified
4219,ADVANCED CARE PLANNING,Not Specified
4219,SHARED DECISION MAKING,Not Specified
4219,VIDEO DECISION AIDS,Not Specified
4219,COMMUNICATION SKILLS,Not Specified
4219,ADVANCE DIRECTIVES,Not Specified
4219,NATURAL LANGUAGE PROCESSING,Not Specified
4219,COVID-19,Not Specified
4220,STRESS,Not Specified
4221,COVID-19,Not Specified
4221,COVID-19,Not Specified
4221,COVID-19,Not Specified
4221,STRESS,Not Specified
4222,COVID-19,Not Specified
4222,HEMODYNAMIC INSTABILITY,Not Specified
4222,ARDS,Not Specified
4223,COVID-19,Not Specified
4224,GASTRIC CANCER,Not Specified
4224,COLORECTAL CANCER,Not Specified
4224,GASTROINTESTINAL DISEASE,Not Specified
4225,COVID-19,Not Specified
4225,RESPIRATORY FAILURE,Not Specified
4225,ARDS,Not Specified
4226,COVID-19,Not Specified
4227,RESPIRATORY FAILURE,Not Specified
4227,COVID-19,Not Specified
4227,COVID-19,Not Specified
4227,POST INTENSIVE CARE UNIT SYNDROME,Not Specified
4227,FAMILY MEMBERS,Not Specified
4227,STRESS,Not Specified
4227,ANXIETY,Not Specified
4227,DEPRESSION,Not Specified
4228,CRITICAL ILLNESS,Not Specified
4228,COVID-19,Not Specified
4228,PNEUMONIA,Not Specified
4228,COVID-19,Not Specified
4228,STRESS,Not Specified
4229,COVID-19,Not Specified
4230,COVID-19,Not Specified
4230,CARDIOVASCULAR DISEASES,Not Specified
4230,CARDIOVASCULAR RISK FACTOR,Not Specified
4231,COVID-19,Not Specified
4231,ARDS,Not Specified
4231,COVID-19,Not Specified
4232,PRONE POSITIONING,Not Specified
4232,HIGH FLOW NASAL CANNULA,Not Specified
4232,ARDS,Not Specified
4232,COVID-19,Not Specified
4233,COVID-19,Not Specified
4233,COVID-19,Not Specified
4234,COVID-19,Not Specified
4235,HEALTHY VOLUNTEERS FOR BONE MARROW DONATION,Not Specified
4236,COVID-19,Not Specified
4237,COVID-19,Not Specified
4237,COVID-19,Not Specified
4237,COVID-19,Not Specified
4237,COVID-19,Not Specified
4238,COVID-19,Not Specified
4238,RESPIRATORY FAILURE,Not Specified
4238,COVID-19,Not Specified
4239,ACUTE KIDNEY INJURY,Not Specified
4239,COVID-19,Not Specified
4239,ARDS,Not Specified
4240,COVID-19,Not Specified
4240,DECONDITIONING,Not Specified
4241,LUNG ULTRASOUND,Not Specified
4241,PNEUMONIA,Not Specified
4241,COVID-19,Not Specified
4242,DENTAL ANXIETY,Not Specified
4243,COVID-19,Not Specified
4243,COVID-19,Not Specified
4243,COVID-19,Not Specified
4243,COVID-19,Not Specified
4244,COVID-19,Not Specified
4245,DEEP VEIN THROMBOSIS,Not Specified
4246,SOLID CARCINOMA,Not Specified
4246,STRESS,Not Specified
4246,COVID-19,Not Specified
4247,CONTINUOUS RENAL REPLACEMENT THERAPY,Not Specified
4247,PULMONARY EDEMA,Not Specified
4247,COVID-19,Not Specified
4248,COVID-19,Not Specified
4249,ANXIETY,Not Specified
4249,DEPRESSION,Not Specified
4249,COVID-19,Not Specified
4249,CANCER,Not Specified
4249,CHRONIC DISEASE,Not Specified
4250,SLEEP APNEA SYNDROMES,Not Specified
4251,VERY PRETERM CHILDREN WITH DYSEXECUTIVE DISORDERS,Not Specified
4252,COVID-19,Not Specified
4253,COVID-19,Not Specified
4253,ARDS,Not Specified
4254,COVID-19,Not Specified
4255,ONCOLOGY PATIENTS,Not Specified
4256,COVID-19,Not Specified
4257,COVID-19,Not Specified
4258,SCLERODERMA,Not Specified
4258,"SCLERODERMA, SYSTEMIC",Not Specified
4258,SYSTEMIC SCLEROSIS,Not Specified
4259,ANXIETY,Not Specified
4259,PARENTS,Not Specified
4259,COVID-19,Not Specified
4260,COVID-19,Not Specified
4260,RESPIRATORY FAILURE,Not Specified
4261,POST-VIRAL FATIGUE SYNDROME,Not Specified
4261,POST-VIRAL DISORDER (DISORDER),Not Specified
4261,COVID-19,Not Specified
4262,COVID-19,Not Specified
4263,COVID-19,Not Specified
4263,CRITICAL ILLNESS,Not Specified
4263,CRITICAL ILLNESS POLYNEUROMYOPATHY,Not Specified
4263,EARLY MOBILIZATION,Not Specified
4263,REHABILITATION,Not Specified
4263,ROBOTICS,Not Specified
4264,SEDATION COMPLICATION,Not Specified
4264,COVID-19,Not Specified
4265,COVID-19,Not Specified
4265,ARDS,Not Specified
4266,COVID-19,Not Specified
4266,BURN OUT,Not Specified
4266,STRESS,Not Specified
4267,PNEUMONIA,Not Specified
4268,STRESS,Not Specified
4269,COVID-19,Not Specified
4270,COVID-19,Not Specified
4271,HOMELESS,Not Specified
4272,COVID-19,Not Specified
4273,STROKE,Not Specified
4273,REHABILITATION,Not Specified
4273,COVID-19,Not Specified
4273,COHORT STUDIES,Not Specified
4274,COVID-19,Not Specified
4275,INFERTILITY TREATMENT,Not Specified
4275,WOMEN,Not Specified
4276,LONELINESS,Not Specified
4276,DEPRESSION,Not Specified
4276,ANXIETY,Not Specified
4276,ALCOHOL ABUSE,Not Specified
4276,DRUG ABUSE,Not Specified
4277,STRESS,Not Specified
4277,ANXIETY,Not Specified
4277,SLEEP DISTURBANCE,Not Specified
4277,BURNOUT,Not Specified
4277,PTSD,Not Specified
4278,COVID-19,Not Specified
4278,ARDS,Not Specified
4278,REHABILITATION,Not Specified
4278,INTENSIVE CARE UNIT ACQUIRED WEAKNESS,Not Specified
4278,CRITICAL ILLNESS POLYNEUROMYOPATHY,Not Specified
4279,COVID-19,Not Specified
4279,SARS,Not Specified
4280,COVID-19,Not Specified
4280,KIDNEY TRANSPLANT; COMPLICATIONS,Not Specified
4280,IMMUNOSUPPRESSION,Not Specified
4281,GUT MICROBIOME,Not Specified
4281,GASTROINTESTINAL MICROBIOME,Not Specified
4281,COVID-19,Not Specified
4281,COVID-19,Not Specified
4281,COVID-19,Not Specified
4281,COVID-19,Not Specified
4281,CORONAVIRIDAE INFECTIONS,Not Specified
4281,COVID-19,Not Specified
4281,COVID-19,Not Specified
4281,COVID-19,Not Specified
4282,COVID-19,Not Specified
4282,PSYCHIATRIC DISORDER,Not Specified
4282,STRESS,Not Specified
4283,COVID-19,Not Specified
4283,COVID-19,Not Specified
4283,COVID-19,Not Specified
4283,COVID-19,Not Specified
4283,COVID-19,Not Specified
4283,PNEUMONIA,Not Specified
4283,COVID-19,Not Specified
4284,COVID-19,Not Specified
4284,VITAMIN D DEFICIENCY,Not Specified
4284,COVID-19,Not Specified
4284,ARDS,Not Specified
4284,COVID-19,Not Specified
4284,COVID-19,Not Specified
4285,COVID-19,Not Specified
4285,PNEUMONIA,Not Specified
4285,HYPOXEMIA,Not Specified
4286,ARDS,Not Specified
4286,COVID-19,Not Specified
4286,RESPIRATORY FAILURE,Not Specified
4286,RESPIRATORY FAILURE,Not Specified
4286,RESPIRATORY COMPLICATION,Not Specified
4286,RESPIRATORY FAILURE,Not Specified
4286,CARDIAC DYSFUNCTION,Not Specified
4286,PNEUMONIA,Not Specified
4286,PULMONARY EDEMA,Not Specified
4286,PULMONARY INFLAMMATION,Not Specified
4286,RESPIRATORY FAILURE,Not Specified
4286,CYTOKINE STORM,Not Specified
4286,COVID-19,Not Specified
4286,COVID-19,Not Specified
4286,CARDIAC EVENT,Not Specified
4286,CARDIAC COMPLICATION,Not Specified
4286,CARDIAC FAILURE,Not Specified
4286,CARDIAC INFARCT,Not Specified
4287,CHRONIC LIVER DISEASE,Not Specified
4287,HEPATIC CARCINOMA,Not Specified
4288,COVID-19,Not Specified
4289,SARS,Not Specified
4290,COVID-19,Not Specified
4290,ARDS,Not Specified
4290,PNEUMONIA,Not Specified
4290,ACUTE LUNG INJURY,Not Specified
4291,COVID-19,Not Specified
4292,COVID-19,Not Specified
4292,HOSPITALIZATION IN RESPIRATORY DISEASE DEPARTMENT,Not Specified
4293,OLFACTORY DISORDER,Not Specified
4294,COVID-19,Not Specified
4294,MACHINE LEARNING,Not Specified
4295,VIRAL INFECTION,Not Specified
4296,COVID-19,Not Specified
4296,CYTOKINE STORM,Not Specified
4296,ARDS,Not Specified
4297,COVID-19,Not Specified
4298,CANCER,Not Specified
4298,COVID-19,Not Specified
4299,COVID-19,Not Specified
4299,SYSTEMIC DISEASE,Not Specified
4299,SYSTEMIC LUPUS ERYTHEMATOSUS,Not Specified
4299,SJOGREN'S SYNDROME,Not Specified
4299,SARCOIDOSIS,Not Specified
4299,INFLAMMATORY MYOPATHY,Not Specified
4299,BEHÇET DISEASE,Not Specified
4299,RHEUMATOID ARTHRITIS,Not Specified
4299,SPONDYLOARTHRITIS,Not Specified
4300,COVID-19,Not Specified
4301,COVID-19,Not Specified
4302,COVID-19,Not Specified
4302,COVID-19,Not Specified
4303,FEEDING AND EATING DISORDERS,Not Specified
4304,RESPIRATORY FAILURE,Not Specified
4305,HEMATOPOIETIC AND LYMPHOID CELL NEOPLASM,Not Specified
4305,MALIGNANT SOLID NEOPLASM,Not Specified
4305,COVID-19,Not Specified
4306,COVID-19,Not Specified
4306,PNEUMONIA,Not Specified
4307,ANXIETY,Not Specified
4307,DEPRESSION,Not Specified
4307,INSOMNIA,Not Specified
4307,COVID-19,Not Specified
4307,COVID-19,Not Specified
4308,FACE-TO-FACE RECONSULTATION TO EMERGENCY ROOM,Not Specified
4309,COVID-19,Not Specified
4309,OXYGEN THERAPY,Not Specified
4309,PRONE POSITION,Not Specified
4309,SPONTANEOUS VENTILATION,Not Specified
4309,RESPIRATORY FAILURE,Not Specified
4310,COVID-19,Not Specified
4311,COVID-19,Not Specified
4311,COMORBIDITIES AND COEXISTING CONDITIONS,Not Specified
4311,"RISK FACTOR, CARDIOVASCULAR",Not Specified
4311,DEATH,Not Specified
4311,DIABETES,Not Specified
4311,COPD,Not Specified
4311,ATRIAL FIBRILLATION,Not Specified
4311,DVT,Not Specified
4311,CKD,Not Specified
4312,HAND ECZEMA,Not Specified
4312,HAND DERMATITIS,Not Specified
4312,COVID-19,Not Specified
4313,SARS,Not Specified
4314,COVID-19,Not Specified
4314,NURSE'S ROLE,Not Specified
4314,STRESS,Not Specified
4315,COVID-19,Not Specified
4316,COVID-19,Not Specified
4316,COVID-19,Not Specified
4316,PNEUMONIA,Not Specified
4317,SARS,Not Specified
4317,RESPIRATORY FAILURE,Not Specified
4317,ARDS,Not Specified
4318,CONSENT,Not Specified
4319,ARDS,Not Specified
4319,COVID-19,Not Specified
4320,ACUTE KIDNEY INJURY,Not Specified
4320,COVID-19,Not Specified
4321,COVID-19,Not Specified
4321,COVID-19,Not Specified
4321,COVID-19,Not Specified
4321,MYOSITIS,Not Specified
4321,MYOCARDITIS,Not Specified
4322,PNEUMONIA,Not Specified
4322,COVID-19,Not Specified
4322,PNEUMONIA,Not Specified
4323,FRAILTY,Not Specified
4324,COVID-19,Not Specified
4324,COVID-19,Not Specified
4324,SARS,Not Specified
4324,ARDS,Not Specified
4325,PARKINSON DISEASE,Not Specified
4325,STROKE,Not Specified
4326,COVID-19,Not Specified
4326,HYDROGEN/OXYGEN MIXED GAS,Not Specified
4326,DYSPNEA,Not Specified
4327,COVID-19,Not Specified
4327,SARS,Not Specified
4327,OBESITY,Not Specified
4327,COMORBIDITIES AND COEXISTING CONDITIONS,Not Specified
4328,COVID-19,Not Specified
4328,COVID-19,Not Specified
4328,COVID-19,Not Specified
4329,COVID-19,Not Specified
4330,COVID-19,Not Specified
4330,ACUTE KIDNEY INJURY,Not Specified
4331,COVID-19,Not Specified
4332,STRESS,Not Specified
4332,STRESS,Not Specified
4332,LIFE STYLE INDUCED ILLNESS,Not Specified
4332,ANXIETY DEPRESSION,Not Specified
4332,COVID-19,Not Specified
4333,ARDS,Not Specified
4333,COVID-19,Not Specified
4334,PERFORATED APPENDICITIS,Not Specified
4334,COVID-19,Not Specified
4335,COVID-19,Not Specified
4336,COVID-19,Not Specified
4336,ME/CFS,Not Specified
4336,SARS,Not Specified
4336,COVID-19,Not Specified
4336,NEUROCOGNITIVE DISORDERS,Not Specified
4336,CARDIOVASCULAR DISEASES,Not Specified
4337,RESPIRATORY FAILURE,Not Specified
4338,COVID-19,Not Specified
4339,"RESPIRATORY SYNDROME, ACUTE, SEVERE",Not Specified
4339,RESPIRATORY FAILURE,Not Specified
4339,PNEUMONIA,Not Specified
4340,COVID-19,Not Specified
4340,COVID-19,Not Specified
4340,ARDS,Not Specified
4340,ARDS,Not Specified
4341,COVID-19,Not Specified
4341,COVID-19,Not Specified
4342,COVID-19,Not Specified
4342,HYDROGEN-OXYGEN GAS,Not Specified
4342,AMS-H-03,Not Specified
4343,"PERCEIVED ORGANIZATIONAL SUPPORT, ANXIETY, BURNOUT",Not Specified
4344,COVID-19,Not Specified
4344,RESPIRATORY MUSCLE TRAINING,Not Specified
4344,RESPIRATORY FUNCTION TEST,Not Specified
4344,QUALITY OF LIFE,Not Specified
